index,name,code,post,address,call,longitude,latitude,Middle,Major
47,의료법인풍산의료재단동부제일병원,종합병원,2063,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",02-437-5011,127.1090094,37.6007085,정형외과,정형외과
48,의료법인풍산의료재단동부제일병원,종합병원,2063,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",02-437-5011,127.1090094,37.6007085,신경외과,신경과
49,의료법인풍산의료재단동부제일병원,종합병원,2063,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",02-437-5011,127.1090094,37.6007085,마취통증의학과,정형외과
50,의료법인풍산의료재단동부제일병원,종합병원,2063,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",02-437-5011,127.1090094,37.6007085,산부인과,산부인과
51,의료법인풍산의료재단동부제일병원,종합병원,2063,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",02-437-5011,127.1090094,37.6007085,소아청소년과,소아청소년과
52,의료법인풍산의료재단동부제일병원,종합병원,2063,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",02-437-5011,127.1090094,37.6007085,영상의학과,종합병원
53,의료법인풍산의료재단동부제일병원,종합병원,2063,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",02-437-5011,127.1090094,37.6007085,진단검사의학과,종합병원
54,의료법인풍산의료재단동부제일병원,종합병원,2063,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",02-437-5011,127.1090094,37.6007085,가정의학과,가정의학과
55,강북21세기병원,병원,2138,"서울특별시 중랑구 면목로 473, (상봉동)",1577-6336,127.0856598,37.594048,내과,내과
56,강북21세기병원,병원,2138,"서울특별시 중랑구 면목로 473, (상봉동)",1577-6336,127.0856598,37.594048,정형외과,정형외과
57,강북21세기병원,병원,2138,"서울특별시 중랑구 면목로 473, (상봉동)",1577-6336,127.0856598,37.594048,신경외과,신경과
58,강북21세기병원,병원,2138,"서울특별시 중랑구 면목로 473, (상봉동)",1577-6336,127.0856598,37.594048,마취통증의학과,정형외과
59,강북21세기병원,병원,2138,"서울특별시 중랑구 면목로 473, (상봉동)",1577-6336,127.0856598,37.594048,영상의학과,종합병원
60,늘찬병원,병원,2135,"서울특별시 중랑구 동일로 643, 화성빌딩 지하1, 2~8층 (면목동)",02-1644-0710,127.0796571,37.587994,내과,내과
61,늘찬병원,병원,2135,"서울특별시 중랑구 동일로 643, 화성빌딩 지하1, 2~8층 (면목동)",02-1644-0710,127.0796571,37.587994,정형외과,정형외과
62,늘찬병원,병원,2135,"서울특별시 중랑구 동일로 643, 화성빌딩 지하1, 2~8층 (면목동)",02-1644-0710,127.0796571,37.587994,신경외과,신경과
63,늘찬병원,병원,2135,"서울특별시 중랑구 동일로 643, 화성빌딩 지하1, 2~8층 (면목동)",02-1644-0710,127.0796571,37.587994,마취통증의학과,정형외과
64,늘찬병원,병원,2135,"서울특별시 중랑구 동일로 643, 화성빌딩 지하1, 2~8층 (면목동)",02-1644-0710,127.0796571,37.587994,영상의학과,종합병원
65,디앤에프병원,병원,2089,"서울특별시 중랑구 봉화산로 64, (중화동, 디엔에프병원)",02-434-2119,127.0814897,37.601489,내과,내과
66,디앤에프병원,병원,2089,"서울특별시 중랑구 봉화산로 64, (중화동, 디엔에프병원)",02-434-2119,127.0814897,37.601489,정형외과,정형외과
67,러스크서울병원,병원,2177,"서울특별시 중랑구 망우로 470, (망우동)",02-3426-0100,127.1043415,37.6001415,신경과,신경과
68,러스크서울병원,병원,2177,"서울특별시 중랑구 망우로 470, (망우동)",02-3426-0100,127.1043415,37.6001415,재활의학과,정형외과
69,러스크서울병원,병원,2177,"서울특별시 중랑구 망우로 470, (망우동)",02-3426-0100,127.1043415,37.6001415,한방내과,한의과
70,러스크서울병원,병원,2177,"서울특별시 중랑구 망우로 470, (망우동)",02-3426-0100,127.1043415,37.6001415,침구과,한의과
71,러스크서울병원,병원,2177,"서울특별시 중랑구 망우로 470, (망우동)",02-3426-0100,127.1043415,37.6001415,사상체질과,한의과
72,마디세상병원,병원,2038,"서울특별시 중랑구 동일로 890, (묵동)",02-978-8575,127.0782087,37.6098944,내과,내과
73,마디세상병원,병원,2038,"서울특별시 중랑구 동일로 890, (묵동)",02-978-8575,127.0782087,37.6098944,신경과,신경과
74,마디세상병원,병원,2038,"서울특별시 중랑구 동일로 890, (묵동)",02-978-8575,127.0782087,37.6098944,정형외과,정형외과
75,마디세상병원,병원,2038,"서울특별시 중랑구 동일로 890, (묵동)",02-978-8575,127.0782087,37.6098944,신경외과,신경과
76,마디세상병원,병원,2038,"서울특별시 중랑구 동일로 890, (묵동)",02-978-8575,127.0782087,37.6098944,마취통증의학과,정형외과
77,마디세상병원,병원,2038,"서울특별시 중랑구 동일로 890, (묵동)",02-978-8575,127.0782087,37.6098944,소아청소년과,소아청소년과
78,마디세상병원,병원,2038,"서울특별시 중랑구 동일로 890, (묵동)",02-978-8575,127.0782087,37.6098944,피부과,피부과
79,마디세상병원,병원,2038,"서울특별시 중랑구 동일로 890, (묵동)",02-978-8575,127.0782087,37.6098944,비뇨의학과,비뇨의학과
80,마디세상병원,병원,2038,"서울특별시 중랑구 동일로 890, (묵동)",02-978-8575,127.0782087,37.6098944,영상의학과,종합병원
81,마디세상병원,병원,2038,"서울특별시 중랑구 동일로 890, (묵동)",02-978-8575,127.0782087,37.6098944,가정의학과,가정의학과
82,서울라본병원,병원,2178,"서울특별시 중랑구 망우로 476, (망우동)",02-2209-6677,127.1050937,37.6003119,내과,내과
83,서울라본병원,병원,2178,"서울특별시 중랑구 망우로 476, (망우동)",02-2209-6677,127.1050937,37.6003119,정형외과,정형외과
84,서울라본병원,병원,2178,"서울특별시 중랑구 망우로 476, (망우동)",02-2209-6677,127.1050937,37.6003119,신경외과,신경과
85,서울라본병원,병원,2178,"서울특별시 중랑구 망우로 476, (망우동)",02-2209-6677,127.1050937,37.6003119,마취통증의학과,정형외과
86,서울라본병원,병원,2178,"서울특별시 중랑구 망우로 476, (망우동)",02-2209-6677,127.1050937,37.6003119,소아청소년과,소아청소년과
87,서울라본병원,병원,2178,"서울특별시 중랑구 망우로 476, (망우동)",02-2209-6677,127.1050937,37.6003119,영상의학과,종합병원
88,서울라본병원,병원,2178,"서울특별시 중랑구 망우로 476, (망우동)",02-2209-6677,127.1050937,37.6003119,재활의학과,정형외과
89,서울라본병원,병원,2178,"서울특별시 중랑구 망우로 476, (망우동)",02-2209-6677,127.1050937,37.6003119,가정의학과,가정의학과
90,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,내과,내과
91,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,신경과,신경과
92,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,정신건강의학과,정신과
93,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,재활의학과,정형외과
94,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,가정의학과,가정의학과
95,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,한방내과,한의과
96,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,한방부인과,한의과
97,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,한방소아과,한의과
98,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,한방안·이비인후·피부과,종합병원
99,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,한방신경정신과,한의과
100,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,침구과,한의과
101,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,한방재활의학과,한의과
102,서울특별시 북부병원,병원,2062,"서울특별시 중랑구 양원역로 38, (망우동)",02-2036-0200,127.1077447,37.604325,사상체질과,한의과
103,연세본병원,병원,2249,"서울특별시 중랑구 면목로 310, 4,5,6,7층일부층 (면목동)",02-435-5800,127.087993,37.5796409,내과,내과
104,연세본병원,병원,2249,"서울특별시 중랑구 면목로 310, 4,5,6,7층일부층 (면목동)",02-435-5800,127.087993,37.5796409,정형외과,정형외과
105,연세본병원,병원,2249,"서울특별시 중랑구 면목로 310, 4,5,6,7층일부층 (면목동)",02-435-5800,127.087993,37.5796409,신경외과,신경과
106,연세본병원,병원,2249,"서울특별시 중랑구 면목로 310, 4,5,6,7층일부층 (면목동)",02-435-5800,127.087993,37.5796409,마취통증의학과,정형외과
107,연세본병원,병원,2249,"서울특별시 중랑구 면목로 310, 4,5,6,7층일부층 (면목동)",02-435-5800,127.087993,37.5796409,영상의학과,종합병원
108,연세산돌병원,병원,2173,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",1533-0032,127.0988923,37.595185,내과,내과
109,연세산돌병원,병원,2173,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",1533-0032,127.0988923,37.595185,정형외과,정형외과
110,연세산돌병원,병원,2173,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",1533-0032,127.0988923,37.595185,신경외과,신경과
111,연세산돌병원,병원,2173,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",1533-0032,127.0988923,37.595185,마취통증의학과,정형외과
112,연세산돌병원,병원,2173,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",1533-0032,127.0988923,37.595185,소아청소년과,소아청소년과
113,연세산돌병원,병원,2173,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",1533-0032,127.0988923,37.595185,영상의학과,종합병원
114,연세산돌병원,병원,2173,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",1533-0032,127.0988923,37.595185,재활의학과,정형외과
115,연세산돌병원,병원,2173,"서울특별시 중랑구 봉우재로 234, 연세산돌병원 지하1층~7층 (망우동)",1533-0032,127.0988923,37.595185,가정의학과,가정의학과
116,의료법인한국의료재단프라임병원,병원,2019,"서울특별시 중랑구 공릉로 76, (묵동)",02-975-7500,127.0794651,37.6172336,내과,내과
117,의료법인한국의료재단프라임병원,병원,2019,"서울특별시 중랑구 공릉로 76, (묵동)",02-975-7500,127.0794651,37.6172336,마취통증의학과,정형외과
118,의료법인한국의료재단프라임병원,병원,2019,"서울특별시 중랑구 공릉로 76, (묵동)",02-975-7500,127.0794651,37.6172336,소아청소년과,소아청소년과
119,의료법인한국의료재단프라임병원,병원,2019,"서울특별시 중랑구 공릉로 76, (묵동)",02-975-7500,127.0794651,37.6172336,피부과,피부과
120,의료법인한국의료재단프라임병원,병원,2019,"서울특별시 중랑구 공릉로 76, (묵동)",02-975-7500,127.0794651,37.6172336,재활의학과,정형외과
121,장스여성병원,병원,2073,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",02-490-4000,127.0975614,37.5997087,내과,내과
122,장스여성병원,병원,2073,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",02-490-4000,127.0975614,37.5997087,산부인과,산부인과
123,장스여성병원,병원,2073,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",02-490-4000,127.0975614,37.5997087,소아청소년과,소아청소년과
124,장스여성병원,병원,2073,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",02-490-4000,127.0975614,37.5997087,영상의학과,종합병원
125,장스여성병원,병원,2073,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",02-490-4000,127.0975614,37.5997087,진단검사의학과,종합병원
126,조앤조병원,병원,2177,"서울특별시 중랑구 망우로 474, (망우동, 조앤조병원)",02-433-3336,127.1047339,37.6003058,내과,내과
127,조앤조병원,병원,2177,"서울특별시 중랑구 망우로 474, (망우동, 조앤조병원)",02-433-3336,127.1047339,37.6003058,외과,외과
128,조앤조병원,병원,2177,"서울특별시 중랑구 망우로 474, (망우동, 조앤조병원)",02-433-3336,127.1047339,37.6003058,정형외과,정형외과
129,조앤조병원,병원,2177,"서울특별시 중랑구 망우로 474, (망우동, 조앤조병원)",02-433-3336,127.1047339,37.6003058,신경외과,신경과
130,조앤조병원,병원,2177,"서울특별시 중랑구 망우로 474, (망우동, 조앤조병원)",02-433-3336,127.1047339,37.6003058,마취통증의학과,정형외과
131,조앤조병원,병원,2177,"서울특별시 중랑구 망우로 474, (망우동, 조앤조병원)",02-433-3336,127.1047339,37.6003058,피부과,피부과
132,조앤조병원,병원,2177,"서울특별시 중랑구 망우로 474, (망우동, 조앤조병원)",02-433-3336,127.1047339,37.6003058,비뇨의학과,비뇨의학과
133,조앤조병원,병원,2177,"서울특별시 중랑구 망우로 474, (망우동, 조앤조병원)",02-433-3336,127.1047339,37.6003058,영상의학과,종합병원
134,조앤조병원,병원,2177,"서울특별시 중랑구 망우로 474, (망우동, 조앤조병원)",02-433-3336,127.1047339,37.6003058,재활의학과,정형외과
135,팔팔병원,병원,2130,"서울특별시 중랑구 동일로 679, (면목동, 88병원)",02-1899-8875,127.0796941,37.5909515,내과,내과
136,팔팔병원,병원,2130,"서울특별시 중랑구 동일로 679, (면목동, 88병원)",02-1899-8875,127.0796941,37.5909515,정형외과,정형외과
137,팔팔병원,병원,2130,"서울특별시 중랑구 동일로 679, (면목동, 88병원)",02-1899-8875,127.0796941,37.5909515,신경외과,신경과
138,팔팔병원,병원,2130,"서울특별시 중랑구 동일로 679, (면목동, 88병원)",02-1899-8875,127.0796941,37.5909515,영상의학과,종합병원
139,로하스동서울요양병원,요양병원,2076,"서울특별시 중랑구 봉화산로 194, 신아타운 4,5층 (신내동)",02-577-9696,127.0947162,37.6064552,내과,내과
140,로하스동서울요양병원,요양병원,2076,"서울특별시 중랑구 봉화산로 194, 신아타운 4,5층 (신내동)",02-577-9696,127.0947162,37.6064552,신경과,신경과
141,로하스동서울요양병원,요양병원,2076,"서울특별시 중랑구 봉화산로 194, 신아타운 4,5층 (신내동)",02-577-9696,127.0947162,37.6064552,정신건강의학과,정신과
142,로하스동서울요양병원,요양병원,2076,"서울특별시 중랑구 봉화산로 194, 신아타운 4,5층 (신내동)",02-577-9696,127.0947162,37.6064552,정형외과,정형외과
143,로하스동서울요양병원,요양병원,2076,"서울특별시 중랑구 봉화산로 194, 신아타운 4,5층 (신내동)",02-577-9696,127.0947162,37.6064552,재활의학과,정형외과
144,로하스동서울요양병원,요양병원,2076,"서울특별시 중랑구 봉화산로 194, 신아타운 4,5층 (신내동)",02-577-9696,127.0947162,37.6064552,침구과,한의과
145,한걸음요양병원,요양병원,2148,"서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)",02-493-9700,127.0875551,37.5965182,내과,내과
146,한걸음요양병원,요양병원,2148,"서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)",02-493-9700,127.0875551,37.5965182,재활의학과,정형외과
147,한걸음요양병원,요양병원,2148,"서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)",02-493-9700,127.0875551,37.5965182,한방내과,한의과
148,한걸음요양병원,요양병원,2148,"서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)",02-493-9700,127.0875551,37.5965182,침구과,한의과
149,한걸음요양병원,요양병원,2148,"서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)",02-493-9700,127.0875551,37.5965182,한방재활의학과,한의과
150,마인드웰병원,정신병원,2086,"서울특별시 중랑구 망우로 403, 삼부빌딩 5~7층 (망우동)",02-433-1195,127.0968533,37.5994218,정신건강의학과,정신과
151,(의) 열린의료재단 상봉열린의원,의원,2148,"서울특별시 중랑구 면목로 492, 주연빌딩 7,8 일부층 (상봉동)",02-435-0875,127.0859888,37.5959148,내과,내과
152,(의) 열린의료재단 상봉열린의원,의원,2148,"서울특별시 중랑구 면목로 492, 주연빌딩 7,8 일부층 (상봉동)",02-435-0875,127.0859888,37.5959148,외과,외과
153,(의) 열린의료재단 상봉열린의원,의원,2148,"서울특별시 중랑구 면목로 492, 주연빌딩 7,8 일부층 (상봉동)",02-435-0875,127.0859888,37.5959148,소아청소년과,소아청소년과
154,(의) 열린의료재단 상봉열린의원,의원,2148,"서울특별시 중랑구 면목로 492, 주연빌딩 7,8 일부층 (상봉동)",02-435-0875,127.0859888,37.5959148,피부과,피부과
155,(의) 열린의료재단 상봉열린의원,의원,2148,"서울특별시 중랑구 면목로 492, 주연빌딩 7,8 일부층 (상봉동)",02-435-0875,127.0859888,37.5959148,비뇨의학과,비뇨의학과
156,1신건우 이비인후과의원,의원,2140,"서울특별시 중랑구 동일로 634, 덕천빌딩 3층 (면목동)",02-491-9599,127.0802075,37.5870558,내과,내과
157,1신건우 이비인후과의원,의원,2140,"서울특별시 중랑구 동일로 634, 덕천빌딩 3층 (면목동)",02-491-9599,127.0802075,37.5870558,소아청소년과,소아청소년과
158,1신건우 이비인후과의원,의원,2140,"서울특별시 중랑구 동일로 634, 덕천빌딩 3층 (면목동)",02-491-9599,127.0802075,37.5870558,이비인후과,이비인후과
159,365mc모인이비인후과의원,의원,2214,"서울특별시 중랑구 사가정로 395, (면목동)",02-491-3605,127.0887031,37.5808378,이비인후과,이비인후과
160,365서울연합의원,의원,2066,"서울특별시 중랑구 망우로 463, 2층 (망우동)",02-432-7580,127.103649,37.600664,내과,내과
161,365서울연합의원,의원,2066,"서울특별시 중랑구 망우로 463, 2층 (망우동)",02-432-7580,127.103649,37.600664,정형외과,정형외과
162,365서울연합의원,의원,2066,"서울특별시 중랑구 망우로 463, 2층 (망우동)",02-432-7580,127.103649,37.600664,소아청소년과,소아청소년과
163,365서울연합의원,의원,2066,"서울특별시 중랑구 망우로 463, 2층 (망우동)",02-432-7580,127.103649,37.600664,피부과,피부과
164,365서울연합의원,의원,2066,"서울특별시 중랑구 망우로 463, 2층 (망우동)",02-432-7580,127.103649,37.600664,가정의학과,가정의학과
165,LBO의원,의원,2117,"서울특별시 중랑구 망우로 247, 2층 (중화동, 로얄스포츠센타)",02-496-0100,127.0795772,37.5953218,내과,내과
166,LBO의원,의원,2117,"서울특별시 중랑구 망우로 247, 2층 (중화동, 로얄스포츠센타)",02-496-0100,127.0795772,37.5953218,산부인과,산부인과
167,LBO의원,의원,2117,"서울특별시 중랑구 망우로 247, 2층 (중화동, 로얄스포츠센타)",02-496-0100,127.0795772,37.5953218,영상의학과,종합병원
168,LBO의원,의원,2117,"서울특별시 중랑구 망우로 247, 2층 (중화동, 로얄스포츠센타)",02-496-0100,127.0795772,37.5953218,가정의학과,가정의학과
169,가톨릭정형외과의원,의원,2221,"서울특별시 중랑구 면목로 357, 3,4층 (면목동, 삼일빌딩)",02-2207-7711,127.0881539,37.5840015,내과,내과
170,가톨릭정형외과의원,의원,2221,"서울특별시 중랑구 면목로 357, 3,4층 (면목동, 삼일빌딩)",02-2207-7711,127.0881539,37.5840015,내과,내과
171,가톨릭정형외과의원,의원,2221,"서울특별시 중랑구 면목로 357, 3,4층 (면목동, 삼일빌딩)",02-2207-7711,127.0881539,37.5840015,내과,내과
172,가톨릭정형외과의원,의원,2221,"서울특별시 중랑구 면목로 357, 3,4층 (면목동, 삼일빌딩)",02-2207-7711,127.0881539,37.5840015,내과,내과
173,가톨릭정형외과의원,의원,2221,"서울특별시 중랑구 면목로 357, 3,4층 (면목동, 삼일빌딩)",02-2207-7711,127.0881539,37.5840015,내과,내과
174,가톨릭정형외과의원,의원,2221,"서울특별시 중랑구 면목로 357, 3,4층 (면목동, 삼일빌딩)",02-2207-7711,127.0881539,37.5840015,외과,외과
